eid,size,dataset_type,category,shape_type,data_unit,sentence
Id12,2,it,Building,sibling,11_Diagonal_Street architect Helmut_Jahn 11_Diagonal_Street completionDate 1983,"L'architetto dell'11 Diagonal Street, completato nel 1983, è Helmut Jahn."
Id302,4,it,Food,mixed,Batchoy country Philippines Philippines ethnicGroup Zamboangans Philippines ethnicGroup Moro_people Philippines language Arabic,"Il batchoy viene consumato nelle Filippine, dove i gruppi etnici Moro e Zamboangan sono divisi. Una delle lingue utilizzate nel Paese è l'arabo."
Id31,4,it,Building,mixed,Cleveland country United_States 200_Public_Square floorCount 45 Cleveland isPartOf Ohio 200_Public_Square location Cleveland,"Ci sono 45 piani al 200 Public Square, Cleveland, Ohio, negli Stati Uniti."
Id1,1,it,Airport,,"Aarhus_Airport cityServed ""Aarhus, Denmark""","L'aeroporto di Aarhus serve la città di Aarhus, in Danimarca."
Id21,5,it,Astronaut,sibling,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard dateOfRetirement ""1974-08-01"" Alan_Shepard deathPlace California Alan_Shepard nationality United_States",L'americano Alan Shepard è nato nel New Hampshire il 18 novembre 1923. È andato in pensione il 1° agosto 1974 ed è deceduto in California.
Id131,3,it,Airport,mixed,"Greenville,_Wisconsin country United_States Greenville,_Wisconsin isPartOf Ellington,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","L'aeroporto internazionale di Appleton si trova a Greenville, Wisconsin, che fa parte di Ellington, Wisconsin, negli Stati Uniti."
Id35,1,it,Astronaut,,"Buzz_Aldrin birthName ""Edwin Eugene Aldrin Jr.""",Buzz Aldrin è nato Edwin Eugene Aldrin Jr.
Id232,1,it,SportsTeam,,Serie_A champions Juventus_F.C.,La Juventus FC è stata campione di Serie A.
Id20,3,it,Food,sibling,Amatriciana_sauce country Italy Amatriciana_sauce ingredient Pecorino_Romano Amatriciana_sauce region Lazio,"Il Pecorino Romano è un ingrediente del sugo all'Amatriciana che proviene dalla regione Lazio, in Italia."
Id180,1,it,Food,,China language Standard_Chinese,Il cinese standard è la lingua della Cina.
Id65,4,it,Airport,sibling,"Al_Asad_Airbase location ""Al Anbar Province, Iraq"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3990.0 Al_Asad_Airbase runwayName ""08/26""","L'aeronautica militare degli Stati Uniti è l'organizzazione operativa della base aerea di Al Asad, che ha una pista di 3990 metri. È situata nella provincia di Al Anbar, in Iraq, e ha il nome della pista 08/26."
Id212,1,it,SportsTeam,,Paulo_Sousa club Inter_Milan,Paulo Sousa ha giocato una volta con l'Inter.
Id135,2,it,Food,chain,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Frangipane,La Torta bakewell è una variante del Bakewell pudding e uno degli ingredienti è il frangipane.
Id279,1,it,Airport,,Tirstrup country Denmark,Tirstrup si trova nel paese della Danimarca.
Id24,1,it,ComicsCharacter,,"Balder_(comicsCharacter) alternativeName ""Balder Odinson""",Un nome alternativo per il personaggio dei fumetti Balder è Balder Odinson.
Id108,1,it,Building,,Alfred_Giles_(architect) birthPlace England,L'architetto Alfred Giles è nato in Inghilterra.
Id2,3,it,University,sibling,"Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology motto ""Nurturing Excellence""","L'Acharya Institute of Technology si trova a Bangalore, in India, e il suo motto è: ""Nutrire l'eccellenza""."
Id26,1,it,University,,"Acharya_Institute_of_Technology nickname ""AIT""",L'Acharya Institute of Technology è noto come AIT.
Id12,4,it,SportsTeam,mixed,"Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense nickname ""Asa Gigante ''""","L'Agremiação Sportiva Arapiraquense, soprannominata Asa Gigante, gioca nel campionato Campeonato Brasileiro Série C in Brasile. Il Vila Nova Futebol Clube è campione del Campeonato Brasileiro Serie C."
Id17,1,it,Astronaut,,Alan_Shepard occupation Test_pilot,Alan Shepard ha prestato servizio come pilota collaudatore.
Id29,2,it,Building,sibling,"20_Fenchurch_Street buildingStartDate ""January 2009"" 20_Fenchurch_Street floorArea 62145.3 (square metres)","La costruzione di 20 Fenchurch Street è iniziata nel gennaio 2009 e l'edificio ha una superficie di 62145,3 metri quadrati."
Id55,2,it,Airport,sibling,Al-Taqaddum_Air_Base cityServed Fallujah Al-Taqaddum_Air_Base runwayLength 3684.0,"La lunghezza della pista della base aerea di Al-Taqaddum, che serve la città di Falluja, è di 3684,0 metri."
Id8,2,it,Airport,chain,Alcobendas isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas,"L'aeroporto Adolfo Suárez Madrid-Barajas si trova ad Alcobendas, che fa parte della Comunità di Madrid."
Id56,1,it,SportsTeam,,A.F.C._Fylde season 2014–15_Football_Conference,L'AFC Fylde ha disputato la stagione 2014-15 nella Football Conference.
Id132,2,it,Airport,sibling,Antwerp_International_Airport operatingOrganisation Flemish_Government Antwerp_International_Airport owner Flemish_Region,"L'aeroporto internazionale di Anversa, di proprietà della Regione fiamminga, è gestito dal governo fiammingo."
Id53,4,it,University,mixed,"Romania anthem Deșteaptă-te,_române! Romania capital Bucharest 1_Decembrie_1918_University country Romania Romania leaderTitle Prime_Minister_of_Romania","L'Università 1 Decembrie 1918 si trova in Romania. La capitale della Romania è Bucarest, il suo inno è Desteapta-te romane! e il suo leader è il Primo Ministro."
Id155,1,it,Building,,Cleveland governingBody Cleveland_City_Council,Il Consiglio comunale di Cleveland è l'organo di governo di Cleveland.
Id15,2,it,Building,sibling,Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall tenant Mason_School_of_Business,"Robert A. M. Stern è l'architetto della Alan B. Miller Hall, dove ha sede la Mason School of Business."
Id74,1,it,ComicsCharacter,,Jack_Kirby nationality Americans,La nazionalità di Jack Kirby è americana.
Id25,2,it,Food,chain,Amatriciana_sauce ingredient Tomato Tomato order Solanales,Il pomodoro è un ingrediente della salsa amatriciana e fa parte dell'ordine delle Solanales.
Id97,4,it,Building,mixed,Sri_Lanka capital Sri_Jayawardenepura_Kotte Adisham_Hall country Sri_Lanka Sri_Lanka language Tamil_language Adisham_Hall location Haputale,"L'Adisham Hall si trova a Haputalethe, nello Sri Lanka, dove la capitale è Sri Jayawardenepura Kotte e si parla la lingua tamil."
Id98,4,it,Food,mixed,Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT BLT dishVariation Club_sandwich United_Kingdom language English_language,"I panini al bacon sono popolari nel Regno Unito, dove si parla inglese. Una variante del panino al bacon è il BLT, che a sua volta è una variante del club sandwich."
Id86,3,it,SportsTeam,mixed,Christian_Panucci club A.S._Roma Christian_Panucci club Genoa_C.F.C. A.S._Livorno_Calcio manager Christian_Panucci,"L'A.S. Livorno Calcio è gestito da Christian Panucci, che gioca nell'A.S. Roma ed è legato al Genoa CFC."
Id11,3,it,Airport,sibling,"Aarhus_Airport operatingOrganisation Aktieselskab Aarhus_Airport runwayLength 2776.0 Aarhus_Airport runwayName ""10L/28R""","L'aeroporto di Aarhus, gestito dall'organizzazione Aktieselskab, ha una pista lunga 2.776 metri e denominata 10L/28R."
Id100,3,it,SportsTeam,mixed,Superleague_Greece champions Olympiacos_F.C. AEK_Athens_F.C. ground Olympic_Stadium_(Athens) AEK_Athens_F.C. league Superleague_Greece,L'AEK Athens F.C. milita nella Superlega greca (campioni precedenti: Olympiacos) e il suo campo di gioco è lo Stadio Olimpico (Atene).
Id29,2,it,SportsTeam,chain,Rolando_Maran club Unione_Triestina_2012_S.S.D. A.C._Chievo_Verona manager Rolando_Maran,"Il dirigente dell'A.C. Chievo Verona è Rolando Maran, che ha giocato nell'Unione Triestina 2012 S.S.D."
Id46,3,it,ComicsCharacter,sibling,"Blockbuster_(comicsCharacter) alternativeName ""Mark Desmond"" Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Roger_Stern","Il personaggio dei fumetti Blockbuster, alias Mark Desmond, è stato creato da Gardner Fox e Roger Stern."
Id81,4,it,SportsTeam,mixed,Superleague_Greece champions Olympiacos_F.C. AEK_Athens_F.C. ground Olympic_Stadium_(Athens) AEK_Athens_F.C. league Superleague_Greece Olympic_Stadium_(Athens) location Marousi,"Il campo di gioco dell'AEK Athens FC è lo Stadio Olimpico (Atene), situato a Marousi. La squadra compete nella Superlega greca, precedentemente vinta dall'Olympiacos FC."
Id34,3,it,Monument,mixed,"14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield Monocacy_National_Battlefield location Frederick_County,_Maryland Monocacy_National_Battlefield nearestCity Frederick,_Maryland","Frederick, nel Maryland, è la città più vicina al Monocacy National Battlefields, situato nella Contea di Frederick. In questo distretto si trova il monumento al 14° New Jersey Volunteer Infantry."
Id124,2,it,Food,sibling,"Baked_Alaska country ""France, United States or China"" Baked_Alaska ingredient Meringue","La meringa si trova nell'Alaska al forno, che Francia, Stati Uniti e Cina sostengono di aver inventato."
Id140,3,it,Food,sibling,"Baked_Alaska country United_States Baked_Alaska ingredient Ice_cream Baked_Alaska region ""Paris, New York or Hong Kong""","Il gelato è un ingrediente dell'omelette norvegese, che si dice sia nata negli Stati Uniti ed è popolare a Parigi, New York e Hong Kong."
Id10,2,it,Building,sibling,"108_St_Georges_Terrace cost ""120 million (Australian dollars)"" 108_St_Georges_Terrace floorCount 50",Il 108 St Georges Terrace ha 50 piani ed è costato 120 milioni di dollari australiani.
Id116,2,it,SportsTeam,chain,AFC_Ajax_(amateurs) ground Amsterdam Amsterdam part Amsterdam-Noord,Amsterdam Noord è il quartiere di Amsterdam dove si trova il campo dell'AFC Ajax (dilettanti).
Id92,3,it,SportsTeam,mixed,Christian_Panucci club Italy_national_football_team Christian_Panucci club Inter_Milan A.S._Livorno_Calcio manager Christian_Panucci,"L'A.S. Livorno Calcio è gestito da Christian Panucci, che gioca nella Nazionale italiana di calcio e in precedenza nell'Inter."
Id47,1,it,Food,,"Asam_pedas region ""Sumatra and Malay Peninsula""",L'Asam pedas si trova nella regione di Sumatra e nella penisola malese.
Id66,2,it,ComicsCharacter,sibling,"Bozo_the_Iron_Man creator George_Brenner Bozo_the_Iron_Man fullName ""Hugh Hazzard""",Il nome completo di Bozo the Iron Man è Hugh Hazzard ed è stato creato da George Brenner.
Id3,2,it,SportsTeam,chain,Peter_Stöger club LASK_Linz 1._FC_Köln manager Peter_Stöger,Peter Stöger è l'allenatore del 1. FC Köln e gioca per il LASK Linz.
Id52,2,it,SportsTeam,chain,Greece language Greek_language A.E_Dimitra_Efxeinoupolis location Greece,"La squadra A.E Dimitra Efxeinoupolis si trova in Grecia, dove si parla il greco."
Id24,4,it,Astronaut,sibling,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard status ""Deceased""",Alan Shepard è nato nel New Hampshire il 1923-11-18 ed è morto in California.
Id118,1,it,Airport,,"Amsterdam_Airport_Schiphol runwayName ""04/22 'Oostbaan'""","La pista dell'aeroporto di Amsterdam Schiphol è la 04/22 ""Oostbaan""."
Id14,1,it,Building,,Amdavad_ni_Gufa architect B._V._Doshi,B V Doshi è l'architetto che ha progettato Amdavad ni Gufa.
Id233,2,it,Food,sibling,Bionico country Mexico Bionico ingredient Raisin,Il Bionico è un alimento che contiene uvetta e si trova in Messico.
Id35,2,it,Astronaut,chain,Elliot_See deathPlace St._Louis St._Louis isPartOf Kingdom_of_France,"Elliot See è morto a St. Louis, nel Regno di Francia."
Id25,1,it,Monument,,Dead_Man's_Plack location England,Il Dead Man's Plack si trova in Inghilterra.
Id114,2,it,Building,chain,College_of_William_&_Mary chancellor Robert_Gates Alan_B._Miller_Hall owner College_of_William_&_Mary,Il College of William and Mary è proprietario della Alan B. Miller Hall e il cancelliere del College è Robert Gates.
Id44,2,it,SportsTeam,sibling,A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000,L'A.D. Isidro Metapán gioca nel suo campo a Metapán e conta 10000 membri.
Id74,3,it,Building,mixed,Marriott_International keyPerson Bill_Marriott AC_Hotel_Bella_Sky_Copenhagen location Copenhagen AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,"Marriott International, con Bill Marriott alla guida, è l'affittuario dell'AC Hotel Bella Sky di Copenhagen."
Id122,1,it,SportsTeam,,"Agremiação_Sportiva_Arapiraquense nickname ""Asa Gigante ''""",Il soprannome dell'Agremiação Sportiva Arapiraquense è Asa Gigante.
Id191,3,it,Food,mixed,Batagor dishVariation Siomay Siomay dishVariation Shumai Batagor ingredient Peanut_sauce,"Il Batagor, preparato con salsa di arachidi, è una variante del Siomay e di altri piatti simili dello Shumai."
Id96,3,it,Building,mixed,Addis_Ababa_City_Hall country Ethiopia Addis_Ababa isPartOf Addis_Ababa_Stadium Addis_Ababa_City_Hall location Addis_Ababa,"Il Municipio di Addis Abeba e lo Stadio di Addis Abeba si trovano ad Addis Abeba, in Etiopia."
Id118,3,it,Building,mixed,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business",La Mason School of Business ha sede negli Stati Uniti ed è l'attuale inquilino della Alan B Miller Hall al 101 di Ukrop Way.
Id183,2,it,Airport,chain,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York Lake_Placid,_New_York isPartOf Essex_County,_New_York","L'Adirondack Regional Airport serve la città di Lake Placid, New York, che fa parte della Contea di Essex, New York."
Id9,2,it,Food,chain,Ajoblanco ingredient Almond Almond order Rosales,"La mandorla è un ingrediente presente nell'ajoblanco, la mandorla è anche un membro dell'ordine dei Rosales."
Id35,3,it,Building,sibling,"20_Fenchurch_Street completionDate ""April 2014"" 20_Fenchurch_Street floorArea 62145.3 (square metres) 20_Fenchurch_Street floorCount 34","20 Fenchurch Street è stato completato nell'aprile 2014 e si sviluppa su 34 piani per una superficie di 62145,3 metri quadrati."
Id213,2,it,Food,sibling,"Bhajji ingredient Vegetable Bhajji similarDish ""Pakora and other fritters made from wheat or corn flour""",Il bhajji assomiglia alla pakora e ad altre frittelle a base di farina di grano o di mais e comprende verdure.
Id45,3,it,Building,sibling,"250_Delaware_Avenue buildingStartDate ""January, 2014"" 250_Delaware_Avenue floorCount 12 250_Delaware_Avenue location Buffalo,_New_York","Il 250 Delaware Avenue ha 12 piani, la sua costruzione è iniziata nel gennaio 2014 e si trova a Buffalo, New York."
Id37,5,it,SportsTeam,mixed,Italy capital Rome A.S._Gubbio_1910 ground Italy Italy language Italian_language Italy leader Pietro_Grasso Italy leader Sergio_Mattarella,"Il terreno dell'A.S. Gubbio 1910 si trova in Italia, dove ci sono i dirigenti Pietro Grasso e Sergio Mattarella. La capitale dell'Italia è Roma e la lingua parlata nel Paese è l'italiano."
Id16,5,it,SportsTeam,mixed,Stuart_Parker_(footballer) club KV_Mechelen Stuart_Parker_(footballer) club Blackburn_Rovers_F.C. A.F.C._Blackpool ground Blackpool Blackpool leader Conservative_Party_(UK) A.F.C._Blackpool manager Stuart_Parker_(footballer),Stuart Parker gioca per il KV Mechelen e per il Blackburn Rovers F.C. L'AFC Blackpool (Blackpool) ha avuto Stuart Parker come allenatore. Il partito conservatore britannico è il leader del Blackpool.
Id4,4,it,SportsTeam,mixed,Jens_Härtel club 1._FC_Lokomotive_Leipzig Jens_Härtel club SV_Babelsberg_03 Jens_Härtel club FC_Sachsen_Leipzig 1._FC_Magdeburg manager Jens_Härtel,"Jens Härtel, l'allenatore dell'FC Magdeburg, ha giocato anche per 1. FC Lokomotive Leipzig, SV Babelsberg 03 e ha giocato per FC Sachsen Leipzig."
Id131,3,it,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C","L'Agremiação Sportiva Arapiraquense, il cui soprannome è Alvinegro, conta 17000 membri e ha partecipato al Campeonato Brasileiro Serie C nel 2015."
Id40,3,it,Monument,mixed,"Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey leaderTitle President_of_Turkey Atatürk_Monument_(İzmir) location Turkey","Il monumento ad Atatürk, situato a Smirne, in Turchia (guidato dal Presidente della Turchia), fu inaugurato il 27 luglio 1932."
Id211,1,it,Airport,,Denmark language Faroese_language,La lingua faroese è parlata in Danimarca.
Id37,1,it,Astronaut,,"Buzz_Aldrin dateOfRetirement ""1971-07-01""",Buzz Aldrin si è ritirato il 1° luglio 1971.
Id6,1,it,University,,School of Business and Social Sciences at the Aarhus University academicStaffSize 737,La Scuola di Business e Scienze Sociali dell'Università di Aarhus ha uno staff accademico di 737 persone.
Id9,2,it,ComicsCharacter,sibling,Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Gary_Cohn_(comics),Paris Cullins e Gary Cohn sono i creatori del personaggio dei fumetti Bolt.
Id76,3,it,Food,sibling,"Ayam_penyet country Java Ayam_penyet ingredient Fried_chicken Ayam_penyet region ""Nationwide, also can be found in Malaysia and Singapore""","Il pollo fritto è un ingrediente dell'Ayam Penyet, diffuso a Giava, ma anche a livello nazionale, in Malesia e a Singapore."
Id184,3,it,Airport,chain,"Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf Harrietstown,_New_York Harrietstown,_New_York isPartOf New_York",Saranac Lake fa parte di Harrietstown New York e ha un aeroporto chiamato Adirondack Regional airport.
Id2,2,it,University,sibling,"1_Decembrie_1918_University country Romania 1_Decembrie_1918_University latinName ""Universitas Apulensis""",L'Università della Romania del 1° dicembre 1918 ha il nome latino di Universitas Apulensis.
Id104,5,it,Food,mixed,Antioquia_Department country Colombia Lemon family Rutaceae Bandeja_paisa ingredient Lemon Lemon order Sapindales Bandeja_paisa region Antioquia_Department,"La bandeja paisa è originaria del dipartimento di Antioquia, in Colombia. Uno degli ingredienti della Bandeja paisa è il limone, che fa parte della famiglia delle rutacee e dell'ordine delle Sapindales."
Id105,1,it,SportsTeam,,AZAL_Arena location Shuvalan,L'AZAL Arena si trova a Shuvalan.
Id188,1,it,SportsTeam,,John_van_den_Brom club İstanbulspor_A.Ş.,John van den Brom è un giocatore dell'İstanbulspor A.Ş.
Id14,4,it,Building,sibling,"11_Diagonal_Street architect Helmut_Jahn 11_Diagonal_Street buildingStartDate ""1978"" 11_Diagonal_Street completionDate 1983 11_Diagonal_Street floorCount 20",La costruzione dell'11 Diagonal Street è iniziata nel 1978 ed è terminata nel 1983 con 20 piani. L'architetto è Helmut Jahn.
Id45,3,it,SportsTeam,sibling,"A.D._Isidro_Metapán fullName ""Isidro Metapán"" A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000","Il nome completo della A.D. Isidro Metapán è Isidro Metapán, la sua sede è a Metapán e conta 10000 membri."
Id10,4,it,Monument,sibling,"14th_New_Jersey_Volunteer_Infantry_Monument category Historic_districts_in_the_United_States 14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield 14th_New_Jersey_Volunteer_Infantry_Monument established ""1907-07-11"" 14th_New_Jersey_Volunteer_Infantry_Monument owningOrganisation National_Park_Service","Il 14th New Jersey Volunteer Infantry Monument è un distretto storico degli Stati Uniti, istituito l'11 luglio 1907 presso il Monocacy National Battlefield, dove è di proprietà del National Park Service."
Id42,3,it,ComicsCharacter,mixed,Big_Hero_6_(film) distributor Walt_Disney_Studios_Motion_Pictures Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Alan_Tudyk,"Walt Disney Studios Motion Pictures è il distributore del film Big Hero 6, interpretato da Alan Tudyk e in cui Baymax è un personaggio."
Id72,3,it,Airport,mixed,Alcobendas country Spain Alcobendas isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas,"L'aeroporto Adolfo Suarez Madrid-Barajas si trova ad Alcobendas, parte della comunità di Madrid, in Spagna."
Id18,2,it,ComicsCharacter,sibling,Auron_(comicsCharacter) creator Marv_Wolfman Auron_(comicsCharacter) creator Walt_Simonson,Il personaggio dei fumetti auron è stato creato da Marv Wolfman e Walt Simonson.
Id28,4,it,SportsTeam,mixed,Italy demonym Italians A.C._Lumezzane ground Italy Italy language Italian_language Italy leader Pietro_Grasso,L'A.C. Lumezzane gioca in Italia (abitata da italiani) dove si parla la lingua italiana e il leader è Pietro Grasso.
Id3,3,it,Monument,sibling,"Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Baku_Turkish_Martyrs'_Memorial location Azerbaijan","Il Memoriale dei martiri turchi di Baku, in Azerbaigian, progettato da Hüseyin Bütüner e Hilmi Güner, è dedicato ai soldati dell'esercito ottomano uccisi nella battaglia di Baku."
Id69,2,it,Building,sibling,3Arena location Dublin 3Arena owner Live_Nation_Entertainment,"La 3Arena, a Dublino, è di proprietà di Live Nation Entertainment."
Id84,1,it,ComicsCharacter,,Marv_Wolfman award Inkpot_Award,Marv Wolfman ha vinto il premio Inkpot.
Id53,2,it,ComicsCharacter,chain,Sheldon_Moldoff award Inkpot_Award Black_Pirate creator Sheldon_Moldoff,Sheldon Moldoff ha creato il Pirata Nero e ha vinto il Premio Inkpot.
Id50,2,it,SportsTeam,chain,Greece currency Euro A.E_Dimitra_Efxeinoupolis location Greece,"A.E Dimitra Efxeinoupolis si trova in Grecia, dove la valuta utilizzata è l'euro."
Id25,4,it,SportsTeam,mixed,Italy capital Rome A.C._Lumezzane ground Italy Italy language Italian_language Italy leader Pietro_Grasso,"L'A.C. Lumezzane gioca in Italia, dove la capitale è Roma, la lingua parlata è l'italiano e il leader è Pietro Grasso."
Id124,3,it,Airport,sibling,Antwerp_International_Airport cityServed Antwerp Antwerp_International_Airport operatingOrganisation Flemish_Government Antwerp_International_Airport owner Flemish_Region,L'aeroporto internazionale di Anversa serve Anversa. È di proprietà della Regione fiamminga e gestito dal governo fiammingo.
Id79,2,it,Airport,chain,Alderney_Airport cityServed Alderney Alderney language English_language,"La lingua inglese è parlata ad Alderney, che è servita dall'aeroporto di Alderney."
Id67,1,it,Food,,Bacon_Explosion region Kansas_City_metropolitan_area,Bacon Explosion proviene dall'area metropolitana di Kansas City.
Id225,1,it,Building,,United_Kingdom currency Pound_sterling,La valuta del Regno Unito è la sterlina inglese.
Id47,3,it,University,mixed,1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania Romania leaderTitle Prime_Minister_of_Romania,"1 dicembre 1918 L'Università si trova in Romania, il cui leader è il Primo Ministro e la Romania ha i tedeschi come gruppo etnico."
Id94,1,it,Food,,Bakewell_tart ingredient Fruit_preserves,Le confetture di frutta sono un ingrediente della torta bakewell.
Id38,1,it,Building,,300_North_LaSalle completionDate 2009,L'edificio al 300 North LaSalle è stato completato nel 2009.
Id8,2,it,Building,chain,"Live_Nation_Entertainment location Beverly_Hills,_California 3Arena owner Live_Nation_Entertainment","Live Nation Entertainment di Beverly Hills, California, è il proprietario della 3Arena."
Id23,3,it,Monument,mixed,"Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Azerbaijan leaderTitle Prime_Minister_of_Azerbaijan Baku_Turkish_Martyrs'_Memorial location Azerbaijan","Huseyin Butuner e Hilmi Guner hanno progettato il Memoriale dei Martiri Turchi di Baku, situato in Azerbaigian. Il titolo ufficiale del leader di questo Paese è Primo Ministro dell'Azerbaigian."
Id12,2,it,Food,sibling,Bacon_Explosion country United_States Bacon_Explosion ingredient Sausage,La Bacon Explosion è un piatto statunitense che contiene salsiccia.
Id230,1,it,Food,,Philippines ethnicGroup Ilocano_people,Il popolo ilocano è un gruppo etnico delle Filippine.
Id286,4,it,Food,mixed,Ayam_penyet country Java Java ethnicGroup Javanese_people Singapore language Standard_Chinese Ayam_penyet region Singapore,"Il popolo giavanese è un gruppo etnico di Giava, dove si trova il piatto ayam penyet. Il piatto è originario di Singapore, dove si parla il cinese standard."
Id28,3,it,SportsTeam,mixed,Rolando_Maran club F.C._Bari_1908 Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran,"L'Associazione Calcio Chievo Verona è diretta da Rolando Maran, che in passato ha lavorato nella FC Bari 1908 e nella Carrarese Calcio."
Id39,4,it,SportsTeam,mixed,Jorge_Humberto_Rodríguez club FC_Dallas Jorge_Humberto_Rodríguez club El_Salvador_national_football_team Jorge_Humberto_Rodríguez club C.D._Águila A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,"L'allenatore dell'A.D. Isidro Metapán è Jorge Humberto Rodriguez, che è legato al club CD Aguila. È anche membro del club FC Dallas e gioca per la nazionale di calcio di El Salvador."
Id174,3,it,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Pork_belly Bandeja_paisa region Paisa_Region,La bandeja paisa è un piatto tradizionale colombiano a base di pancia di maiale della regione di Paisa.
Id209,1,it,Food,,Lemon family Rutaceae,Il limone appartiene alla famiglia delle Rutaceae.
Id147,4,it,Building,mixed,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace San_Francisco Julia_Morgan significantBuilding Los_Angeles_Herald-Examiner Julia_Morgan significantBuilding Riverside_Art_Museum,"Julia Morgan è nata a San Francisco e ha progettato l'Asilomar Conference Grounds e l'edificio del Los Angeles Herald examiner, un punto di riferimento in California. Anche il Riverside Art Museum è uno dei suoi edifici più significativi."
Id1,1,it,ComicsCharacter,,Asterix_(comicsCharacter) creator René_Goscinny,Asterix è stato creato da Rene Goscinny.
Id17,6,it,Monument,mixed,"Turkey currency Turkish_lira Atatürk_Monument_(İzmir) designer Pietro_Canonica Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey largestCity Istanbul Atatürk_Monument_(İzmir) location Turkey Atatürk_Monument_(İzmir) material ""Bronze""","Il 27 luglio 1932 è una data importante per la Turchia, dove la città più grande è Istanbul e la moneta è la lira turca; perché in questa data fu inaugurato il Monumento ad Atatürk, realizzato in bronzo e progettato da Pietro Canonica."
Id37,5,it,Building,mixed,"Illinois capital Springfield,_Illinois Illinois country United_States Chicago isPartOf Illinois Illinois language English_language 300_North_LaSalle location Chicago","Il 300 North LaSalle si trova a Chicago, Illinois, Stati Uniti. La capitale dell'Illinois è Springfield e la lingua utilizzata in Illinois è l'inglese."
Id166,2,it,Building,chain,Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business,La Mason School of Business è l'affittuario della Alan B Miller Hall negli Stati Uniti.
Id90,2,it,Food,sibling,Ayam_penyet ingredient Fried_chicken Ayam_penyet region Singapore,"Il pollo fritto è un ingrediente dell'Ayam penyet, originario di Singapore."
Id73,1,it,Building,,Addis_Ababa_City_Hall buildingType Seat_of_local_government,Il municipio di Addis Abeba è la sede del governo locale.
Id17,2,it,Astronaut,sibling,Alan_Shepard birthPlace New_Hampshire Alan_Shepard title Chief_of_the_Astronaut_Office,Alan Shepard è nato nel New Hampshire ed è stato capo dell'Ufficio Astronauti.
Id123,3,it,Food,sibling,Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT Bacon_sandwich ingredient Ketchup,Il piatto britannico BLT è una variante del panino al bacon che ha tra i suoi ingredienti il ketchup.
Id192,3,it,Food,chain,Batagor dishVariation Siomay Siomay dishVariation Shumai Shumai ingredient Shiitake,"Batagor e Shumai sono entrambi una variante del piatto Siomay, che contiene funghi shiitake."
