eid,size,dataset_type,category,shape_type,data_unit,sentence
Id40,2,en,Airport,chain,Infraero location Brazil Afonso_Pena_International_Airport operatingOrganisation Infraero,"Infraero in Brazil, operates Afonso Pena International Airport."
Id137,1,en,Food,,"Beef_kway_teow country ""Singapore and Indonesia""",Beef kway teow is a dish commonly found in Singapore and Indonesia.
Id34,1,en,Astronaut,,"Buzz_Aldrin birthDate ""1930-01-20""","Buzz Aldrin was born on January 20th, 1930."
Id98,1,en,Food,,Bakso country Indonesia,Bakso is a dish from the country of Indonesia.
Id202,4,en,Airport,mixed,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf Harrietstown,_New_York Harrietstown,_New_York isPartOf United_States","Adirondack Regional Airport serves the city of Lake Placid, and also Saranac Lake (part of Harrietstown) in New York, United States."
Id213,1,en,Airport,,Denmark language Greenlandic_language,The Greenlandic language is spoken in Denmark.
Id169,2,en,SportsTeam,chain,Serie_A champions Juventus_F.C. A.C._Chievo_Verona league Serie_A,AC Chievo Verona play in the Serie A league in which Juventus FC have been champions.
Id24,7,en,Monument,mixed,"Turkey currency Turkish_lira Atatürk_Monument_(İzmir) designer Pietro_Canonica Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey largestCity Istanbul Turkey leader Ahmet_Davutoğlu Turkey leaderTitle President_of_Turkey Atatürk_Monument_(İzmir) location Turkey","The Turkish leader (official title President of Turkey) is Ahmet Davutoglu. Pietro Canonica designed the Ataturk Monument in Izmir and it was inaugurated on 27th of July, 1932. Turkey's largest City is Istanbul and the currency is the Turkish lira."
Id23,3,en,Building,sibling,200_Public_Square completionDate 1985 200_Public_Square floorArea 111484 (square metres) 200_Public_Square floorCount 45,"Completed in 1985, 200 Public Square has 45 floors, covering 111484 square metres."
Id34,1,en,Airport,,Port_Authority_of_New_York_and_New_Jersey headquarter Four_World_Trade_Center,Port Authority of New York and New Jersey headquarter is Four World Trade Center.
Id52,4,en,Airport,mixed,Uttar_Pradesh isPartOf Awadh Uttar_Pradesh isPartOf Bundelkhand Agra_Airport location Uttar_Pradesh Agra_Airport operatingOrganisation Airports_Authority_of_India,Agra Airport is in Uttar Pradesh which is ni turn part of both Awadh and Bundelkhand. The Airports Authority of India is the operating organisation of Agra Airport.
Id293,3,en,Food,mixed,Binignit country Philippines Philippines ethnicGroup Igorot_people Philippines language Philippine_English,Binignit is a dish found in the Philippines where one of the ethnic groups are the Igorot and the language spoken is Philippine English.
Id83,1,en,ComicsCharacter,,Marv_Wolfman award Academy_of_Comic_Book_Arts,Marv Wolfman won an award at the Academy of Comic Book Arts.
Id140,1,en,Food,,Beef_kway_teow ingredient Oyster_sauce,Oyster sauce is contained in Beef kway teow.
Id20,1,en,Astronaut,,"Alan_Shepard timeInSpace ""13017.0""(minutes)","13017,0 minutes is the time Alan Shepard spent in space."
Id149,4,en,Building,mixed,"Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace San_Francisco Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Chinatown,_San_Francisco","Julia Morgan, born in San Francisco designed Asilomar Conference grounds, The Riverside Art Museum and other significant buildings in Chinatown, San Francisco."
Id59,1,en,Astronaut,,University_of_Texas_at_Austin president Gregory_L._Fenves,Gregory L. Fenves is the appointed president of the University of Texas at Austin.
Id259,1,en,Food,,United_Kingdom language English_language,English is spoken in the UK.
Id141,3,en,Building,sibling,Amdavad_ni_Gufa country India Amdavad_ni_Gufa location Gujarat Amdavad_ni_Gufa location Ahmedabad,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India."
Id113,4,en,SportsTeam,sibling,"Akron_Summit_Assault fullName ""Akron Metro Futbol Club Summit Assault"" Akron_Summit_Assault manager Denzil_Antonio Akron_Summit_Assault numberOfMembers 3000 Akron_Summit_Assault season 2011","Akron Summit Assault (Akron Metro Futbol Club Summit Assault) has 3000 members. The club played in the 2011 season, and is managed by Denzil Antonio."
Id35,3,en,Airport,sibling,"Adolfo_Suárez_Madrid–Barajas_Airport location San_Sebastián_de_los_Reyes Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 Adolfo_Suárez_Madrid–Barajas_Airport runwayName ""18L/36R""",Adolfo Suarez Madrid-Barajas Airport is found in San Sebastián de Los Reyes and has a runway named 18L/36R which is 4349 meters long.
Id12,2,en,Building,sibling,11_Diagonal_Street architect Helmut_Jahn 11_Diagonal_Street completionDate 1983,"The architect of 11 Diagonal Street, completed in 1983, was Helmut Jahn."
Id302,4,en,Food,mixed,Batchoy country Philippines Philippines ethnicGroup Zamboangans Philippines ethnicGroup Moro_people Philippines language Arabic,Batchoy is eaten in the Philippines where the Moro and the Zamboangans are ethnic groups. One of the languages used in the country is Arabic.
Id31,4,en,Building,mixed,Cleveland country United_States 200_Public_Square floorCount 45 Cleveland isPartOf Ohio 200_Public_Square location Cleveland,"There are 45 floors at 200 Public Square, Cleveland, Ohio, which is in the United States."
Id1,1,en,Airport,,"Aarhus_Airport cityServed ""Aarhus, Denmark""","Aarhus Airport serves the city of Aarhus, Denmark."
Id21,5,en,Astronaut,sibling,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard dateOfRetirement ""1974-08-01"" Alan_Shepard deathPlace California Alan_Shepard nationality United_States","American Alan Shepard was born in New Hampshire on November 18, 1923. He retired August 1, 1974 and passed away in California."
Id131,3,en,Airport,mixed,"Greenville,_Wisconsin country United_States Greenville,_Wisconsin isPartOf Ellington,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Appleton International Airport can be found in Greenville, Wisconsin which is part of Ellington, Wisconsin, in the United States."
Id35,1,en,Astronaut,,"Buzz_Aldrin birthName ""Edwin Eugene Aldrin Jr.""",Buzz Aldrin was born Edwin Eugene Aldrin Jr.
Id232,1,en,SportsTeam,,Serie_A champions Juventus_F.C.,Juventus FC have been Serie A champions.
Id20,3,en,Food,sibling,Amatriciana_sauce country Italy Amatriciana_sauce ingredient Pecorino_Romano Amatriciana_sauce region Lazio,"Pecorino Romano is an ingredient of Amatriciana sauce which comes from the Lazio region, in Italy."
Id180,1,en,Food,,China language Standard_Chinese,Standard Chinese is the language of China.
Id65,4,en,Airport,sibling,"Al_Asad_Airbase location ""Al Anbar Province, Iraq"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3990.0 Al_Asad_Airbase runwayName ""08/26""","The United States Air Force is the operating organisation for Al Asad airbase which has a runway length of 3990. It is located in Al Anbar Province, Iraq and has the runway name of 08/26."
Id212,1,en,SportsTeam,,Paulo_Sousa club Inter_Milan,Paulo Sousa once played for Inter Milan.
Id135,2,en,Food,chain,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Frangipane,Bakewell tart is a variation of Bakewell pudding and one of the ingredients is frangipane.
Id279,1,en,Airport,,Tirstrup country Denmark,Tirstrup is in the country of Denmark.
Id24,1,en,ComicsCharacter,,"Balder_(comicsCharacter) alternativeName ""Balder Odinson""",An alternative name for the comic character Balder is Balder Odinson.
Id108,1,en,Building,,Alfred_Giles_(architect) birthPlace England,The architect Alfred Giles was born in England.
Id2,3,en,University,sibling,"Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology motto ""Nurturing Excellence""","The Acharya Institute of Technology is located in Bangalore, India and its motto is: ""Nurturing Excellence""."
Id26,1,en,University,,"Acharya_Institute_of_Technology nickname ""AIT""",Acharya Institute of Technology is known as AIT.
Id12,4,en,SportsTeam,mixed,"Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense nickname ""Asa Gigante ''""","Agremiação Sportiva Arapiraquense, nicknamed Asa Gigante, play in the Campeonato Brasileiro Série C league in Brazil. Vila Nova Futebol Clube are the champions of Campeonato Brasileiro Serie C."
Id17,1,en,Astronaut,,Alan_Shepard occupation Test_pilot,Alan Shepard served as a Test pilot.
Id29,2,en,Building,sibling,"20_Fenchurch_Street buildingStartDate ""January 2009"" 20_Fenchurch_Street floorArea 62145.3 (square metres)",Construction of 20 Fenchurch Street began in January 2009 and the building has a floor area of 62145.3 square metres.
Id55,2,en,Airport,sibling,Al-Taqaddum_Air_Base cityServed Fallujah Al-Taqaddum_Air_Base runwayLength 3684.0,"The length of the runway at Al-Taqaddum Air Base, which serves the city of Fallujah, is 3684.0."
Id8,2,en,Airport,chain,Alcobendas isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas,Adolfo Suárez Madrid–Barajas Airport is located in Alcobendas which is part of the Community of Madrid.
Id56,1,en,SportsTeam,,A.F.C._Fylde season 2014–15_Football_Conference,AFC Fylde played the 2014-15 season in the Football Conference.
Id132,2,en,Airport,sibling,Antwerp_International_Airport operatingOrganisation Flemish_Government Antwerp_International_Airport owner Flemish_Region,"The Antwerp International Airport, which is owned by the Flemish Region, is operated by the Flemish Government."
Id53,4,en,University,mixed,"Romania anthem Deșteaptă-te,_române! Romania capital Bucharest 1_Decembrie_1918_University country Romania Romania leaderTitle Prime_Minister_of_Romania","The 1 Decembrie 1918 University is located in Romania. Romania's capital is Bucharest, its anthem is Desteapta-te romane! and its leader is the Prime Minister."
Id155,1,en,Building,,Cleveland governingBody Cleveland_City_Council,The Cleveland City Council is the governing body of Cleveland.
Id15,2,en,Building,sibling,Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall tenant Mason_School_of_Business,Robert A. M. Stern is the architect of the Alan B. Miller Hall where the Mason School of Business is located.
Id74,1,en,ComicsCharacter,,Jack_Kirby nationality Americans,Jack Kirby's nationality is American.
Id25,2,en,Food,chain,Amatriciana_sauce ingredient Tomato Tomato order Solanales,Tomato is an ingredient of Amatriciana sauce and is a member of the order Solanales.
Id97,4,en,Building,mixed,Sri_Lanka capital Sri_Jayawardenepura_Kotte Adisham_Hall country Sri_Lanka Sri_Lanka language Tamil_language Adisham_Hall location Haputale,"Adisham Hall is located in Haputalethe, Sri Lanka, where Sri Jayawardenepura Kotte is the capital and the Tamil language is spoken."
Id98,4,en,Food,mixed,Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT BLT dishVariation Club_sandwich United_Kingdom language English_language,"Bacon sandwiches are popular in the UK, where English is the language spoken. A variation of the bacon sandwich is the BLT, which itself is a variation on the club sandwich."
Id86,3,en,SportsTeam,mixed,Christian_Panucci club A.S._Roma Christian_Panucci club Genoa_C.F.C. A.S._Livorno_Calcio manager Christian_Panucci,A.S. Livorno Calcio are managed by Christian Panucci who plays for A.S. Roma and is attached to the club Genoa CFC.
Id11,3,en,Airport,sibling,"Aarhus_Airport operatingOrganisation Aktieselskab Aarhus_Airport runwayLength 2776.0 Aarhus_Airport runwayName ""10L/28R""","Aarhus Airport, which is operated by the Aktieselskab organisation, has a runway that's 2,776 long and is named 10L/28R."
Id100,3,en,SportsTeam,mixed,Superleague_Greece champions Olympiacos_F.C. AEK_Athens_F.C. ground Olympic_Stadium_(Athens) AEK_Athens_F.C. league Superleague_Greece,"AEK Athens F.C. is in the Superleague of Greece (previous champions: Olympiacos), and their home ground is The Olympic Stadium (Athens)."
Id29,2,en,SportsTeam,chain,Rolando_Maran club Unione_Triestina_2012_S.S.D. A.C._Chievo_Verona manager Rolando_Maran,"The manager of A.C. Chievo Verona is Rolando Maran, who played for Unione Triestina 2012 S.S.D."
Id46,3,en,ComicsCharacter,sibling,"Blockbuster_(comicsCharacter) alternativeName ""Mark Desmond"" Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Roger_Stern","The comic character Blockbuster, aka Mark Desmond, was created by Gardner Fox and Roger Stern."
Id81,4,en,SportsTeam,mixed,Superleague_Greece champions Olympiacos_F.C. AEK_Athens_F.C. ground Olympic_Stadium_(Athens) AEK_Athens_F.C. league Superleague_Greece Olympic_Stadium_(Athens) location Marousi,The ground for AEK Athens FC is the Olympic Stadium (Athens) located in Marousi. The club competes in the Superleague Greece which was previously won by Olympiacos FC.
Id34,3,en,Monument,mixed,"14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield Monocacy_National_Battlefield location Frederick_County,_Maryland Monocacy_National_Battlefield nearestCity Frederick,_Maryland","Frederick, Maryland, is the nearest city to the Monocacy National Battlefields situated in Frederick County. This district is the location of the 14th New Jersey Volunteer Infantry Monument."
Id124,2,en,Food,sibling,"Baked_Alaska country ""France, United States or China"" Baked_Alaska ingredient Meringue","Meringue is found in Baked Alaska which France, USA and China claim to have invented."
Id140,3,en,Food,sibling,"Baked_Alaska country United_States Baked_Alaska ingredient Ice_cream Baked_Alaska region ""Paris, New York or Hong Kong""","Ice cream is an ingredient in Baked Alaska, which is claimed to have originated in the United States and is popular in Paris, New York and Hong Kong."
Id10,2,en,Building,sibling,"108_St_Georges_Terrace cost ""120 million (Australian dollars)"" 108_St_Georges_Terrace floorCount 50",108 St Georges Terrace has 50 floors and cost 120 million Australian dollars.
Id116,2,en,SportsTeam,chain,AFC_Ajax_(amateurs) ground Amsterdam Amsterdam part Amsterdam-Noord,Amsterdam Noord is part of Amsterdam where the ground of AFC Ajax (amateurs) is located.
Id92,3,en,SportsTeam,mixed,Christian_Panucci club Italy_national_football_team Christian_Panucci club Inter_Milan A.S._Livorno_Calcio manager Christian_Panucci,A.S. Livorno Calcio are managed by Christian Panucci who plays for the Italy national football team and previously for Inter Milan.
Id47,1,en,Food,,"Asam_pedas region ""Sumatra and Malay Peninsula""",Asam pedas is found in the region of Sumatra and Malay peninsula.
Id66,2,en,ComicsCharacter,sibling,"Bozo_the_Iron_Man creator George_Brenner Bozo_the_Iron_Man fullName ""Hugh Hazzard""",Bozo the Iron Man's full name is Hugh Hazzard and he was created by George Brenner.
Id3,2,en,SportsTeam,chain,Peter_Stöger club LASK_Linz 1._FC_Köln manager Peter_Stöger,Peter Stöger is manager of 1. FC Köln and plays for LASK Linz.
Id52,2,en,SportsTeam,chain,Greece language Greek_language A.E_Dimitra_Efxeinoupolis location Greece,"The A.E Dimitra Efxeinoupolis club is located in Greece, where Greek is spoken."
Id24,4,en,Astronaut,sibling,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard status ""Deceased""",Alan Shepard was born in New Hampshire on 1923-11-18 and died in California.
Id118,1,en,Airport,,"Amsterdam_Airport_Schiphol runwayName ""04/22 'Oostbaan'""",The runway at Amsterdam Airport Schiphol is 04/22 'Oostbaan.
Id14,1,en,Building,,Amdavad_ni_Gufa architect B._V._Doshi,B V Doshi is the architect who designed Amdavad ni Gufa.
Id233,2,en,Food,sibling,Bionico country Mexico Bionico ingredient Raisin,Bionico is a food that contains raisins and is found in Mexico.
Id35,2,en,Astronaut,chain,Elliot_See deathPlace St._Louis St._Louis isPartOf Kingdom_of_France,"Elliot See died in St. Louis, the Kingdom of France."
Id25,1,en,Monument,,Dead_Man's_Plack location England,Dead Man's Plack is found in England.
Id114,2,en,Building,chain,College_of_William_&_Mary chancellor Robert_Gates Alan_B._Miller_Hall owner College_of_William_&_Mary,The College of William and Mary owns the Alan B. Miller Hall and the Chancellor of the College is Robert Gates.
Id44,2,en,SportsTeam,sibling,A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000,A.D. Isidro Metapán is playing in its ground at Metapán and has 10000 members.
Id74,3,en,Building,mixed,Marriott_International keyPerson Bill_Marriott AC_Hotel_Bella_Sky_Copenhagen location Copenhagen AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,"Marriott International, with Bill Marriott as a key leader, is the tenant of AC Hotel Bella Sky in Copenhagen."
Id122,1,en,SportsTeam,,"Agremiação_Sportiva_Arapiraquense nickname ""Asa Gigante ''""",Agremiação Sportiva Arapiraquense nickname is Asa Gigante.
Id191,3,en,Food,mixed,Batagor dishVariation Siomay Siomay dishVariation Shumai Batagor ingredient Peanut_sauce,"Batagor, made with peanut sauce, is a variation of the Siomay and similar Shumai dishes."
Id96,3,en,Building,mixed,Addis_Ababa_City_Hall country Ethiopia Addis_Ababa isPartOf Addis_Ababa_Stadium Addis_Ababa_City_Hall location Addis_Ababa,"Addis Ababa City Hall and the Addis Ababa Stadium are located in Addis Ababa, Ethiopia."
Id118,3,en,Building,mixed,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business",The Mason School of Business is located in the United States and are the current tenants of Alan B Miller Hall at 101 Ukrop Way.
Id183,2,en,Airport,chain,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York Lake_Placid,_New_York isPartOf Essex_County,_New_York","Adirondack Regional Airport serves the city of Lake Placid, New York which is part of Essex County, New York."
Id9,2,en,Food,chain,Ajoblanco ingredient Almond Almond order Rosales,"Almond is an ingredient found in ajoblanco, Almond is also a member of the Rosales order."
Id35,3,en,Building,sibling,"20_Fenchurch_Street completionDate ""April 2014"" 20_Fenchurch_Street floorArea 62145.3 (square metres) 20_Fenchurch_Street floorCount 34",20 Fenchurch Street was completed in April 2014 and has 34 floors which cover an area of 62145.3 square metres.
Id213,2,en,Food,sibling,"Bhajji ingredient Vegetable Bhajji similarDish ""Pakora and other fritters made from wheat or corn flour""",Bhajji resembles pakora and other fritters made from wheat or corn flour and includes vegetables.
Id45,3,en,Building,sibling,"250_Delaware_Avenue buildingStartDate ""January, 2014"" 250_Delaware_Avenue floorCount 12 250_Delaware_Avenue location Buffalo,_New_York","250 Delaware Avenue has 12 floors, its construction began in January 2014 is located in Buffalo, New York."
Id37,5,en,SportsTeam,mixed,Italy capital Rome A.S._Gubbio_1910 ground Italy Italy language Italian_language Italy leader Pietro_Grasso Italy leader Sergio_Mattarella,"The ground of A.S. Gubbio 1910 is located in Italy, where there are leaders called Pietro Grasso and Sergio Mattarella. Italy's capital is Rome and the language spoken in the country is Italian."
Id16,5,en,SportsTeam,mixed,Stuart_Parker_(footballer) club KV_Mechelen Stuart_Parker_(footballer) club Blackburn_Rovers_F.C. A.F.C._Blackpool ground Blackpool Blackpool leader Conservative_Party_(UK) A.F.C._Blackpool manager Stuart_Parker_(footballer),Stuart Parker plays for KV Mechelen and the Blackburn Rovers F.C. AFC Blackpool (Blackpool) had Stuart Parker as their manager. The Conservative Party U.K. is the leader of Blackpool.
Id4,4,en,SportsTeam,mixed,Jens_Härtel club 1._FC_Lokomotive_Leipzig Jens_Härtel club SV_Babelsberg_03 Jens_Härtel club FC_Sachsen_Leipzig 1._FC_Magdeburg manager Jens_Härtel,"Jens Härtel, the manager of FC Magdeburg also plays for 1. FC Lokomotive Leipzig, SV Babelsberg 03 and he has played for FC Sachsen Leipzig."
Id131,3,en,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C","Agremiação Sportiva Arapiraquense, whose nickname is Alvinegro, has 17000 members and took part in Campeonato Brasileiro Serie C in 2015."
Id40,3,en,Monument,mixed,"Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Turkey leaderTitle President_of_Turkey Atatürk_Monument_(İzmir) location Turkey","The Atatürk Monument, located in Izmir, Turkey (led by the President of Turkey), was inaugurated on the 27th of July, 1932."
Id211,1,en,Airport,,Denmark language Faroese_language,The Faroese language is spoken in Denmark.
Id37,1,en,Astronaut,,"Buzz_Aldrin dateOfRetirement ""1971-07-01""",Buzz Aldrin retired on the 1st of July 1971.
Id6,1,en,University,,School of Business and Social Sciences at the Aarhus University academicStaffSize 737,The School of Business and Social Sciences at the Aarhus University has an academic staff of 737.
Id9,2,en,ComicsCharacter,sibling,Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Gary_Cohn_(comics),Paris Cullins and Gary Cohn are the creators of the comics character Bolt.
Id76,3,en,Food,sibling,"Ayam_penyet country Java Ayam_penyet ingredient Fried_chicken Ayam_penyet region ""Nationwide, also can be found in Malaysia and Singapore""","Fried chicken is an ingredient in Ayam Penyet which is found in Java, but also nationwide and in Malaysia and Singapore."
Id184,3,en,Airport,chain,"Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf Harrietstown,_New_York Harrietstown,_New_York isPartOf New_York",Saranac Lake is part of Harrietstown New York and has an airport called Adirondack Regional airport.
Id2,2,en,University,sibling,"1_Decembrie_1918_University country Romania 1_Decembrie_1918_University latinName ""Universitas Apulensis""",The 1 Decembrie 1918 University of Romania has the latin name Universitas Apulensis.
Id104,5,en,Food,mixed,Antioquia_Department country Colombia Lemon family Rutaceae Bandeja_paisa ingredient Lemon Lemon order Sapindales Bandeja_paisa region Antioquia_Department,Bandeja paisa comes from the Antioquia Department in Colombia. One of the ingredients in Bandeja paisa is lemon which is part of the rutaceae family and belongs to the Sapindales order.
Id105,1,en,SportsTeam,,AZAL_Arena location Shuvalan,The AZAL Arena is located in Shuvalan.
Id188,1,en,SportsTeam,,John_van_den_Brom club İstanbulspor_A.Ş.,John van den Brom is a player in İstanbulspor A.Ş.
Id14,4,en,Building,sibling,"11_Diagonal_Street architect Helmut_Jahn 11_Diagonal_Street buildingStartDate ""1978"" 11_Diagonal_Street completionDate 1983 11_Diagonal_Street floorCount 20",Construction of 11 Diagonal Street began in 1978 and finished in 1983 with 20 floors. The architect was Helmut Jahn.
Id45,3,en,SportsTeam,sibling,"A.D._Isidro_Metapán fullName ""Isidro Metapán"" A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000","The full name of A.D. Isidro Metapan is Isidro Metapan, their ground is in Metapán and they have 10000 members."
Id10,4,en,Monument,sibling,"14th_New_Jersey_Volunteer_Infantry_Monument category Historic_districts_in_the_United_States 14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield 14th_New_Jersey_Volunteer_Infantry_Monument established ""1907-07-11"" 14th_New_Jersey_Volunteer_Infantry_Monument owningOrganisation National_Park_Service","The 14th New Jersey Volunteer Infantry Monument is a historic district in the United States, and was established on 11th July 1907 at the Monocacy National Battlefield, where it is owned by the National Park Service."
Id42,3,en,ComicsCharacter,mixed,Big_Hero_6_(film) distributor Walt_Disney_Studios_Motion_Pictures Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Alan_Tudyk,Walt Disney Studios Motion Pictures is the distributor of the film Big Hero 6 that stars Alan Tudyk and in which Baymax is a character.
Id72,3,en,Airport,mixed,Alcobendas country Spain Alcobendas isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas,"Adolfo Suarez Madrid-Barajas Airport is located in Alcobendas, part of the Madrid community in Spain."
Id18,2,en,ComicsCharacter,sibling,Auron_(comicsCharacter) creator Marv_Wolfman Auron_(comicsCharacter) creator Walt_Simonson,The comic character auron was created by Marv Wolfman and Walt Simonson.
Id28,4,en,SportsTeam,mixed,Italy demonym Italians A.C._Lumezzane ground Italy Italy language Italian_language Italy leader Pietro_Grasso,A.C. Lumezzane play in Italy (inhabited by Italians) where the Italian language is spoken and the leader is Pietro Grasso.
Id3,3,en,Monument,sibling,"Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Baku_Turkish_Martyrs'_Memorial location Azerbaijan","The Baku Turkish Martyrs' Memorial in Azerbaijan, designed by Hüseyin Bütüner and Hilmi Güner, is dedicated to the Ottoman Army soldiers killed in the Battle of Baku."
Id69,2,en,Building,sibling,3Arena location Dublin 3Arena owner Live_Nation_Entertainment,"3Arena, in Dublin, is owned by Live Nation Entertainment."
Id84,1,en,ComicsCharacter,,Marv_Wolfman award Inkpot_Award,Marv Wolfman won the Inkpot Award.
Id53,2,en,ComicsCharacter,chain,Sheldon_Moldoff award Inkpot_Award Black_Pirate creator Sheldon_Moldoff,Sheldon Moldoff created the Black Pirate and won the Inkpot Award.
Id50,2,en,SportsTeam,chain,Greece currency Euro A.E_Dimitra_Efxeinoupolis location Greece,A.E Dimitra Efxeinoupolis is located in Greece where the Euro is used as currency.
Id25,4,en,SportsTeam,mixed,Italy capital Rome A.C._Lumezzane ground Italy Italy language Italian_language Italy leader Pietro_Grasso,"A.C. Lumezzane play in Italy where the capital is Rome, the spoken language is Italian and the leader is Pietro Grasso."
Id124,3,en,Airport,sibling,Antwerp_International_Airport cityServed Antwerp Antwerp_International_Airport operatingOrganisation Flemish_Government Antwerp_International_Airport owner Flemish_Region,Antwerp International Airport serves Antwerp. It is owned by the Flemish Region and operated by the Flemish Government.
Id79,2,en,Airport,chain,Alderney_Airport cityServed Alderney Alderney language English_language,The English language is spoken in Alderney which is served by Alderney airport.
Id67,1,en,Food,,Bacon_Explosion region Kansas_City_metropolitan_area,Bacon Explosion is from the Kansas City metropolitan area.
Id225,1,en,Building,,United_Kingdom currency Pound_sterling,The currency of the United Kingdom is the Pound sterling.
Id47,3,en,University,mixed,1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania Romania leaderTitle Prime_Minister_of_Romania,"1 Decembrie 1918 University is located in Romania, the leader of which is the Prime Minister and Romania has Germans as an ethnic group."
Id94,1,en,Food,,Bakewell_tart ingredient Fruit_preserves,Fruit preserves are an ingredient in the bakewell tart.
Id38,1,en,Building,,300_North_LaSalle completionDate 2009,The building at 300 North LaSalle was completed in 2009.
Id8,2,en,Building,chain,"Live_Nation_Entertainment location Beverly_Hills,_California 3Arena owner Live_Nation_Entertainment","Live Nation Entertainment from Beverly Hills, California, are the owners of 3Arena."
Id23,3,en,Monument,mixed,"Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Azerbaijan leaderTitle Prime_Minister_of_Azerbaijan Baku_Turkish_Martyrs'_Memorial location Azerbaijan",Huseyin Butuner and Hilmi Guner designed the Baku Turkish Martyrs memorial which is located in Azerbaijan. The official title of the leader of that country is the Prime Minister of Azerbaijan.
Id12,2,en,Food,sibling,Bacon_Explosion country United_States Bacon_Explosion ingredient Sausage,Bacon Explosion is a dish from the United States that contains sausage.
Id230,1,en,Food,,Philippines ethnicGroup Ilocano_people,Ilocano people are an ethnic group from the Philippines.
Id286,4,en,Food,mixed,Ayam_penyet country Java Java ethnicGroup Javanese_people Singapore language Standard_Chinese Ayam_penyet region Singapore,"The Javanese people are an ethnic group in Java, where the dish ayam penyet can be found. The dish is from Singapore, where Standard Chinese is spoken."
Id28,3,en,SportsTeam,mixed,Rolando_Maran club F.C._Bari_1908 Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran,"Associazione Calcio Chievo Verona is managed by Rolando Maran, who has previously worked at FC Bari 1908 and Carrarese Calcio."
Id39,4,en,SportsTeam,mixed,Jorge_Humberto_Rodríguez club FC_Dallas Jorge_Humberto_Rodríguez club El_Salvador_national_football_team Jorge_Humberto_Rodríguez club C.D._Águila A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,"A.D. Isidro Metapan's manager is Jorge Humberto Rodriguez, who is attached to the club CD Aguila. He is also member of the club FC Dallas, and plays for the El Salvador national football team."
Id174,3,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Pork_belly Bandeja_paisa region Paisa_Region,Bandeja paisa is a traditional Colombian dish containing pork belly from the Paisa region.
Id209,1,en,Food,,Lemon family Rutaceae,Lemon is a member of the family Rutaceae.
